42,84
9,54
3,102
111,67
101,72
83,144
104,55
128,147
101,121
102,100
95,121
76,174
155,161
109,44
9,181
110,12
18,102
83,7
169,132
95,86
76,27
106,30
131,55
98,165
53,95
53,114
199,196
131,32
158,163
134,27
25,23
58,80
90,103
151,121
35,69
148,103
147,180
179,61
33,145
10,123
141,19
197,176
67,51
159,15
184,4
0,138
29,51
13,74
17,103
76,60
145,146
119,188
90,85
22,94
138,95
71,7
4,119
128,0
162,181
40,155
99,172
19,131
92,123
53,40
136,30
139,144
67,73
31,15
184,133
27,183
31,192
34,64
99,74
163,153
14,74
135,100
133,84
176,141
31,165
194,179
167,69
68,6
199,19
69,30
101,44
1,90
48,125
98,142
106,20
49,19
148,82
12,114
142,187
183,185
150,27
22,12
94,58
70,140
120,137
169,195
43,179
176,190
13,52
168,121
128,61
176,54
79,13
159,150
135,128
176,77
48,4
30,42
60,119
130,44
116,98
130,85
192,96
9,154
117,71
180,129
166,37
168,82
109,123
71,174
8,125
146,178
190,48
77,148
153,122
79,132
12,110
177,196
188,4
76,88
25,156
181,143
43,164
115,119
198,37
116,172
184,57
13,129
80,127
97,180
39,141
110,6
176,28
53,41
152,144
97,136
136,141
28,185
16,82
87,150
44,113
32,95
88,61
42,65
165,162
139,161
172,47
119,105
111,95
104,154
76,91
143,136
155,1
1,41
117,64
92,173
61,145
161,87
8,103
121,177
182,7
42,124
192,32
153,29
97,20
135,128
80,45
6,161
186,144
171,142
129,36
67,150
145,44
135,156
39,0
10,107
186,55
55,131
124,184
21,130
64,148
93,44
131,38
120,44
124,34
139,151
173,24
164,135
33,9
76,30
78,161
52,190
122,11
98,183
144,32
171,105
90,72
32,125
69,102
155,191
26,143
184,118
145,139
110,138
37,162
109,109
133,32
40,106
22,106
130,73
99,46
18,168
111,14
16,99
56,61
111,92
27,152
67,51
132,141
66,86
125,15
141,129
51,175
5,56
14,52
8,112
6,164
59,9
97,168
127,22
66,155
46,194
41,83
108,180
127,166
168,11
128,182
194,3
96,69
108,198
136,81
27,59
193,56
69,90
22,61
131,70
171,177
141,49
89,26
74,66
161,14
63,34
14,88
61,106
110,26
101,38
71,121
148,172
67,28
129,149
30,61
108,187
4,13
47,57
134,139
70,46
3,86
120,177
1,150
165,141
59,174
47,86
137,116
11,170
197,23
71,145
34,24
155,197
61,49
34,34
94,104
152,198
13,4
91,74
111,102
83,198
15,26
99,136
199,75
192,198
143,137
62,198
186,118
184,133
54,196
55,45
129,152
199,20
62,82
143,59
160,154
191,196
148,156
105,91
128,164
98,166
8,146
135,165
13,143
194,169
70,166
77,32
97,91
100,175
23,111
156,54
189,1
160,119
152,94
160,111
142,81
33,3
113,155
146,44
68,100
154,75
117,23
117,173
59,114
150,39
104,155
124,122
30,99
119,128
83,62
81,172
190,129
86,102
9,90
14,180
87,107
0,34
197,39
95,98
10,91
110,172
160,166
173,39
194,0
83,125
14,110
131,139
171,52
9,6
177,33
28,54
53,62
83,54
124,111
50,113
12,63
28,142
72,152
191,173
90,153
37,192
177,165
183,42
91,2
82,186
25,135
51,193
95,84
100,71
138,141
167,89
146,199
175,126
63,169
76,76
174,116
93,175
59,147
157,131
94,35
168,140
48,59
148,196
20,37
115,37
80,43
165,114
27,122
48,42
63,113
82,141
85,83
194,156
21,48
156,76
117,7
4,51
63,103
23,129
133,161
111,96
38,39
101,61
24,136
71,44
93,185
41,110
136,164
101,6
55,60
45,143
136,151
133,64
141,138
11,103
2,168
145,97
52,131
135,8
97,129
19,27
12,8
50,73
111,145
174,21
88,96
47,27
87,137
116,161
60,13
49,63
99,194
16,86
129,38
2,188
101,133
61,78
74,69
53,93
137,41
20,25
17,178
52,96
145,87
89,23
121,30
145,79
38,64
197,113
125,88
111,34
197,140
100,31
143,18
105,66
159,124
112,170
25,140
81,46
22,96
147,179
23,6
162,168
38,33
80,33
82,122
190,41
129,86
33,78
140,22
135,96
128,114
113,1
58,189
185,30
176,180
35,180
52,142
77,115
